order_item_id,order_id,product_name,quantity,unit_price
283,873,Product 51,7,39.08
284,527,Product 96,8,40.66
285,835,Product 14,2,95.95
286,97,Product 98,4,84.97
287,254,Product 14,7,67.04
288,195,Product 77,1,49.63
289,699,Product 47,7,27.22
290,115,Product 29,10,68.91
291,856,Product 91,9,40.48
292,28,Product 16,6,14.44
293,334,Product 68,7,13.22
294,852,Product 72,3,83.15
295,959,Product 31,9,28.28
296,794,Product 11,2,55.43
297,281,Product 71,4,79.38
298,392,Product 34,7,92.42
299,200,Product 51,4,30.01
300,882,Product 15,8,48.05
301,808,Product 2,1,85.41
302,549,Product 67,1,79.75
303,28,Product 93,8,67.2
304,626,Product 13,3,52.04
305,578,Product 45,8,47.69
306,667,Product 39,7,16.36
307,480,Product 62,1,62.36
308,254,Product 86,1,85.91
309,125,Product 16,10,78.84
310,532,Product 10,5,96.45
311,833,Product 8,5,36.27
312,747,Product 27,4,44.24
313,713,Product 64,8,86.29
314,419,Product 33,7,54.04
315,555,Product 71,9,76.61
316,824,Product 29,2,75.23
317,969,Product 13,8,82.24
318,271,Product 69,3,52.06
319,820,Product 96,7,46.38
320,821,Product 18,8,52.16
321,144,Product 12,5,36.86
322,188,Product 56,7,53.74
323,246,Product 23,4,71.09
324,710,Product 53,9,15.17
325,287,Product 88,3,45.72
326,435,Product 1,5,26.68
327,198,Product 49,4,41.67
328,746,Product 15,1,77.25
329,797,Product 35,7,79.63
330,423,Product 84,9,29.55
331,446,Product 21,5,72.89
332,382,Product 5,10,99.13
333,883,Product 62,7,91.76
334,597,Product 8,6,46.92
335,770,Product 97,5,50.84
336,169,Product 74,1,22.31
337,72,Product 43,4,27.25
338,633,Product 6,5,48.81
339,65,Product 26,7,34.78
340,482,Product 72,9,74.69
341,841,Product 97,10,13.46
342,268,Product 36,9,24.18
343,73,Product 54,7,10.91
344,344,Product 9,10,11.85
345,139,Product 13,3,20.08
346,13,Product 48,9,58.39
347,402,Product 64,2,71.11
348,915,Product 71,3,41.03
349,384,Product 57,10,17.35
350,429,Product 7,7,64.9
351,862,Product 54,2,75.29
352,745,Product 58,1,50.31
353,215,Product 74,7,98.71
354,765,Product 87,6,65.34
355,798,Product 35,10,11.54
356,871,Product 22,4,29.14
357,385,Product 44,2,97.75
358,119,Product 61,6,85.49
359,245,Product 24,5,71.7
360,978,Product 28,9,46.13
361,389,Product 49,5,72.86
362,451,Product 38,3,73.43
363,174,Product 61,10,81.9
364,183,Product 37,8,10.59
365,808,Product 92,3,90.49
366,971,Product 42,7,66.15
367,106,Product 89,6,89.65
368,832,Product 16,7,42.06
369,93,Product 87,3,49.61
370,572,Product 74,6,54.16
371,867,Product 64,6,78.67
372,691,Product 43,10,71.16
373,854,Product 39,3,42.27
374,664,Product 29,3,78.84
375,760,Product 98,10,81.89
376,78,Product 30,4,55.29
377,790,Product 22,8,12.41
378,522,Product 62,9,68.85
379,682,Product 5,9,29.71
380,441,Product 85,10,55.47
381,933,Product 59,3,57.94
382,521,Product 40,6,57.03
383,211,Product 46,1,39.74
384,28,Product 20,4,86.46
385,981,Product 88,8,60.45
386,665,Product 86,2,66.68
387,935,Product 35,8,41.17
388,354,Product 19,5,94.04
389,920,Product 78,9,75.5
390,193,Product 77,6,63.03
391,268,Product 58,10,79.09
392,277,Product 61,3,54.53
393,640,Product 64,4,93.96
394,709,Product 88,6,11.67
395,691,Product 34,3,33.47
396,153,Product 30,2,85.36
397,473,Product 73,2,89.87
398,415,Product 80,6,26.92
399,361,Product 75,9,71.59
400,623,Product 70,10,71.56
401,661,Product 90,7,42.31
402,877,Product 62,6,75.08
403,333,Product 77,9,16.61
404,821,Product 32,6,98.3
405,364,Product 41,6,44.91
406,177,Product 29,1,56.03
407,57,Product 37,7,57.49
408,767,Product 78,2,36.15
409,401,Product 15,2,89.77
410,299,Product 26,3,27.59
411,633,Product 31,2,23.14
412,48,Product 69,1,49.69
413,540,Product 17,5,65.55
414,985,Product 93,1,72.73
415,815,Product 20,1,85.62
416,555,Product 61,5,21.31
417,785,Product 66,4,82.15
418,86,Product 72,1,27.5
419,197,Product 76,7,52.57
420,792,Product 23,10,38.03
421,281,Product 60,2,32.81
422,933,Product 14,1,96.06
423,721,Product 32,5,40.43
424,558,Product 79,9,96.7
425,221,Product 81,5,13.61
426,62,Product 41,6,58.8
427,497,Product 97,3,59.7
428,816,Product 85,6,31.9
429,281,Product 86,6,99.79
430,376,Product 8,6,91.9
431,423,Product 61,8,68.33
432,380,Product 12,2,17.51
433,631,Product 67,8,60.67
434,269,Product 46,1,24.11
435,403,Product 59,5,69.8
436,218,Product 62,10,78.99
437,616,Product 17,1,43.04
438,229,Product 63,3,97.7
439,993,Product 79,9,72.89
440,963,Product 85,9,37.66
441,492,Product 9,1,83.03
442,489,Product 93,6,83.39
443,661,Product 19,5,75.33
444,938,Product 7,8,27.59
445,987,Product 28,8,12.72
446,139,Product 96,1,73.91
447,421,Product 21,4,23.3
448,430,Product 23,6,61.31
449,659,Product 74,4,15.09
450,164,Product 16,5,39.92
451,144,Product 73,7,75.27
452,237,Product 98,8,56.73
453,596,Product 25,7,33.75
454,242,Product 100,4,30.11
455,595,Product 99,9,27.96
456,484,Product 90,7,35.93
457,904,Product 15,9,45.22
458,829,Product 28,8,41.56
459,762,Product 84,4,49.58
460,218,Product 65,6,84.12
461,5,Product 17,6,20.77
462,216,Product 1,3,39.47
463,603,Product 84,10,43.63
464,493,Product 9,3,77.88
465,943,Product 3,5,57.03
466,17,Product 80,1,71.65
467,501,Product 6,4,70.25
468,551,Product 13,5,36.75
469,875,Product 51,9,22.4
470,451,Product 30,8,62.36
471,662,Product 57,8,39.94
472,985,Product 73,10,42.97
473,63,Product 90,10,11.92
474,119,Product 87,3,18.35
475,270,Product 31,1,14.62
476,945,Product 52,9,97.44
477,617,Product 95,9,21.49
478,157,Product 32,7,52.29
479,976,Product 25,9,17.2
480,948,Product 95,9,45.45
481,846,Product 26,4,78.3
482,267,Product 19,7,78.09
483,862,Product 36,7,56.16
484,891,Product 41,6,97.16
485,487,Product 90,4,88.52
486,12,Product 20,5,51.43
487,483,Product 89,8,76.33
488,862,Product 59,9,21.37
489,906,Product 61,6,75.43
490,241,Product 67,2,36.54
491,225,Product 60,10,49.16
492,874,Product 31,3,89.88
493,803,Product 89,9,62.74
494,214,Product 55,4,63.58
495,496,Product 5,8,90.24
496,453,Product 23,6,90.37
497,440,Product 86,3,29.44
498,678,Product 25,7,11.81
499,325,Product 15,3,12.28
500,612,Product 96,8,14.76
501,645,Product 15,3,48.66
502,784,Product 2,5,23.84
503,225,Product 67,4,31.91
504,694,Product 48,5,51.11
505,515,Product 71,9,91.63
506,59,Product 93,8,15.28
507,477,Product 78,4,45.31
508,287,Product 96,7,45.55
509,593,Product 64,7,30.44
510,565,Product 35,4,72.69
511,515,Product 76,4,18.62
512,890,Product 75,6,72.37
513,706,Product 63,9,50.05
514,11,Product 19,2,38.22
515,369,Product 9,2,92.31
516,787,Product 93,5,96.46
517,216,Product 78,6,19.24
518,455,Product 58,6,64.2
519,856,Product 14,8,22.73
520,315,Product 28,2,91.53
521,667,Product 35,2,57.0
522,708,Product 58,4,92.98
523,794,Product 9,2,17.27
524,516,Product 8,7,43.85
525,778,Product 54,7,88.07
526,211,Product 70,10,24.96
527,428,Product 91,7,40.82
528,973,Product 35,5,23.35
529,287,Product 40,5,74.01
530,419,Product 82,4,45.96
531,388,Product 48,6,42.43
532,624,Product 7,8,22.7
533,581,Product 51,8,33.48
534,414,Product 31,7,75.78
535,878,Product 48,10,40.65
536,769,Product 69,3,33.2
537,548,Product 13,1,86.57
538,770,Product 78,2,81.63
539,14,Product 26,9,35.11
540,460,Product 44,4,78.27
541,981,Product 1,6,62.43
542,714,Product 94,3,67.46
543,604,Product 55,7,91.31
544,320,Product 74,4,32.03
545,807,Product 52,9,72.01
546,464,Product 5,1,59.32
547,240,Product 87,7,38.82
548,491,Product 71,2,18.47
549,115,Product 75,4,52.07
550,134,Product 54,7,62.53
551,362,Product 48,7,37.21
552,275,Product 35,2,47.56
553,953,Product 84,6,85.61
554,789,Product 45,10,52.82
555,86,Product 96,6,51.25
556,300,Product 33,5,28.77
557,579,Product 90,2,44.0
558,875,Product 21,10,40.23
559,247,Product 57,3,14.45
560,204,Product 89,4,91.89
561,836,Product 89,6,46.44
562,328,Product 5,5,10.04
563,600,Product 95,9,52.04
564,23,Product 52,5,15.19
565,926,Product 74,6,79.79
566,689,Product 70,4,60.76
567,841,Product 22,2,21.63
568,807,Product 33,3,79.43
569,790,Product 62,10,97.6
570,24,Product 94,2,52.61
571,317,Product 47,3,51.8
572,7,Product 2,4,66.64
573,791,Product 32,6,64.41
574,269,Product 77,1,44.11
575,867,Product 28,3,25.94
576,330,Product 49,2,76.07
577,645,Product 84,6,20.87
578,519,Product 5,7,80.82
579,324,Product 87,7,98.43
580,432,Product 83,6,11.19
581,561,Product 67,6,80.98
582,214,Product 79,7,62.13
583,428,Product 94,8,59.75
584,86,Product 35,10,17.73
585,267,Product 11,5,99.42
586,83,Product 91,5,11.57
587,942,Product 13,4,92.0
588,242,Product 31,1,57.84
589,459,Product 89,8,85.26
590,526,Product 26,9,44.62
591,286,Product 59,8,87.51
592,938,Product 89,4,84.68
593,661,Product 59,9,87.53
594,769,Product 88,9,19.31
595,891,Product 45,4,78.55
596,468,Product 14,10,80.34
597,472,Product 39,1,44.56
598,230,Product 19,7,40.16
599,614,Product 67,9,20.03
600,529,Product 16,9,13.44
601,203,Product 31,9,84.04
602,607,Product 93,4,48.96
603,134,Product 18,1,27.25
604,246,Product 30,2,74.73
605,519,Product 13,3,17.56
606,547,Product 86,10,29.6
607,914,Product 25,1,29.95
608,346,Product 76,4,24.49
609,91,Product 75,1,80.06
610,563,Product 63,3,94.13
611,767,Product 52,10,48.53
612,740,Product 51,9,42.44
613,549,Product 45,3,74.79
614,515,Product 2,2,50.77
615,695,Product 11,8,31.79
616,920,Product 76,4,57.26
617,249,Product 34,8,31.23
618,250,Product 61,10,55.22
619,638,Product 4,2,59.58
620,384,Product 80,6,12.15
621,553,Product 29,5,53.74
622,14,Product 7,1,80.48
623,457,Product 93,4,93.25
624,126,Product 5,5,60.17
625,415,Product 46,5,58.02
626,909,Product 17,4,24.08
627,588,Product 25,5,37.75
628,981,Product 26,10,41.01
629,581,Product 60,4,14.38
630,301,Product 92,1,19.43
631,735,Product 26,7,75.1
632,872,Product 43,8,58.2
633,103,Product 48,5,32.61
634,810,Product 8,3,24.72
635,419,Product 7,9,19.71
636,62,Product 89,7,61.26
637,979,Product 39,8,41.14
638,671,Product 17,1,55.64
639,261,Product 58,9,34.7
640,200,Product 77,6,51.3
641,813,Product 69,9,59.38
642,969,Product 9,2,70.43
643,637,Product 11,5,59.32
644,72,Product 60,3,78.84
645,446,Product 4,9,27.55
646,757,Product 38,8,77.88
647,942,Product 95,4,94.95
648,119,Product 87,2,33.84
649,831,Product 26,9,52.57
650,937,Product 51,3,21.61
651,744,Product 80,4,87.0
652,687,Product 100,7,78.6
653,963,Product 95,5,40.38
654,17,Product 32,6,79.83
655,798,Product 47,4,80.02
656,339,Product 5,10,46.6
657,833,Product 42,6,24.7
658,871,Product 11,1,67.59
659,849,Product 85,3,100.0
660,847,Product 70,2,33.84
661,228,Product 5,6,10.21
662,417,Product 51,4,59.1
663,953,Product 96,2,76.11
664,382,Product 81,7,92.07
665,619,Product 23,3,44.89
666,456,Product 87,5,24.77
667,376,Product 38,6,22.5
668,301,Product 2,9,44.04
669,480,Product 99,10,65.93
670,434,Product 74,10,92.81
671,254,Product 70,9,80.58
672,452,Product 4,4,92.73
673,817,Product 53,3,48.35
674,963,Product 31,10,18.89
675,15,Product 93,2,36.19
676,909,Product 15,10,99.43
677,929,Product 14,7,86.57
678,88,Product 5,2,56.72
679,948,Product 2,10,10.38
680,223,Product 20,1,86.26
681,889,Product 2,3,27.28
682,803,Product 2,7,46.14
683,277,Product 70,4,13.22
684,843,Product 71,5,64.51
685,321,Product 63,10,19.01
686,257,Product 64,3,98.32
687,378,Product 46,10,92.44
688,43,Product 87,3,36.98
689,910,Product 43,4,42.47
690,240,Product 93,1,50.41
691,302,Product 55,6,82.12
692,281,Product 66,1,21.82
693,209,Product 71,8,93.34
694,671,Product 8,1,56.52
695,69,Product 97,7,92.47
696,249,Product 81,2,49.64
697,317,Product 66,4,63.59
698,693,Product 13,2,46.67
699,662,Product 26,3,90.14
700,367,Product 1,1,36.67
701,353,Product 91,10,69.08
702,367,Product 51,2,39.61
703,914,Product 87,1,12.19
704,795,Product 21,8,17.49
705,95,Product 13,10,59.83
706,391,Product 31,6,92.11
707,411,Product 16,1,84.7
708,256,Product 52,1,78.99
709,661,Product 77,4,53.67
710,753,Product 49,6,84.18
711,454,Product 43,3,94.41
712,509,Product 76,5,59.98
713,585,Product 68,3,52.66
714,965,Product 27,1,75.26
715,947,Product 80,9,68.77
716,469,Product 51,7,84.32
717,576,Product 42,7,41.13
718,354,Product 45,8,15.69
719,260,Product 56,9,15.46
720,882,Product 7,2,36.54
721,277,Product 77,8,71.48
722,119,Product 9,2,68.01
723,432,Product 14,9,12.07
724,608,Product 95,1,32.71
725,395,Product 63,8,90.42
726,385,Product 54,1,28.67
727,370,Product 99,7,61.02
728,199,Product 83,8,73.93
729,166,Product 7,8,50.62
730,343,Product 49,8,65.32
731,2,Product 86,2,42.54
732,698,Product 86,2,54.27
733,911,Product 96,7,11.6
734,489,Product 32,8,39.95
735,108,Product 47,2,88.21
736,440,Product 65,2,74.52
737,237,Product 37,4,58.75
738,79,Product 75,6,91.2
739,690,Product 90,1,80.6
740,357,Product 77,2,59.37
741,290,Product 95,5,33.84
742,239,Product 79,8,13.87
743,828,Product 68,10,95.97
744,414,Product 13,10,72.45
745,292,Product 50,8,26.77
746,778,Product 97,9,92.0
747,917,Product 18,8,21.23
748,817,Product 100,5,96.76
749,405,Product 1,1,32.15
750,438,Product 7,6,57.31
751,692,Product 7,2,67.35
752,792,Product 73,4,59.49
753,41,Product 74,5,11.54
754,221,Product 35,10,46.75
755,154,Product 63,3,35.59
756,926,Product 69,2,88.39
757,693,Product 88,6,78.13
758,655,Product 30,9,54.74
759,454,Product 29,2,43.66
760,504,Product 50,8,12.87
761,481,Product 51,8,95.18
762,96,Product 10,8,78.22
763,572,Product 89,4,89.02
764,917,Product 76,7,57.1
765,106,Product 65,6,93.87
766,874,Product 25,1,86.31
767,552,Product 25,5,20.39
768,310,Product 65,9,61.59
769,457,Product 69,7,10.39
770,688,Product 52,6,88.15
771,351,Product 35,2,10.54
772,608,Product 55,2,88.03
773,487,Product 3,6,15.53
774,821,Product 3,10,92.97
775,775,Product 51,1,28.2
776,862,Product 81,8,57.91
777,359,Product 96,10,20.18
778,74,Product 93,8,89.93
779,635,Product 77,8,11.74
780,864,Product 78,7,55.0
781,741,Product 65,10,64.38
782,737,Product 42,2,56.85
783,463,Product 93,1,95.25
784,214,Product 78,3,57.6
785,52,Product 90,6,68.96
786,313,Product 87,8,74.33
787,126,Product 54,3,35.01
788,266,Product 26,4,33.65
789,342,Product 40,4,63.8
790,308,Product 44,4,47.93
791,96,Product 31,6,85.96
792,224,Product 83,9,24.36
793,811,Product 19,6,58.17
794,146,Product 32,2,56.06
795,29,Product 12,2,95.58
796,112,Product 99,1,55.54
797,426,Product 70,4,80.83
798,541,Product 1,3,22.57
799,102,Product 92,5,89.95
800,538,Product 64,1,12.58
801,622,Product 66,5,28.4
802,387,Product 31,5,64.13
803,108,Product 18,6,12.93
804,425,Product 67,1,92.11
805,503,Product 100,5,28.99
806,299,Product 30,8,17.49
807,516,Product 81,7,68.58
808,128,Product 93,5,24.42
809,712,Product 85,1,13.96
810,731,Product 35,6,91.79
811,585,Product 13,5,80.56
812,772,Product 54,6,41.98
813,167,Product 35,8,92.82
814,690,Product 83,7,67.43
815,559,Product 18,6,32.46
816,145,Product 57,5,57.5
817,546,Product 31,1,97.17
818,378,Product 4,10,31.28
819,324,Product 16,1,91.14
820,940,Product 91,3,84.03
821,145,Product 29,1,50.73
822,37,Product 59,3,57.79
823,900,Product 13,2,96.78
824,531,Product 40,1,52.62
825,793,Product 52,1,64.08
826,687,Product 37,5,88.35
827,783,Product 86,8,79.16
828,235,Product 77,10,25.71
829,631,Product 12,10,37.22
830,581,Product 33,6,82.9
831,383,Product 63,10,77.93
832,461,Product 90,10,49.21
833,997,Product 98,3,37.52
834,127,Product 23,6,44.84
835,724,Product 25,8,86.71
836,497,Product 8,4,10.87
837,639,Product 54,3,85.47
838,158,Product 71,3,44.32
839,244,Product 65,8,83.73
840,763,Product 67,8,15.44
841,76,Product 16,8,29.75
842,986,Product 83,6,85.63
843,498,Product 60,10,47.7
844,143,Product 36,5,68.34
845,681,Product 67,2,15.55
846,699,Product 25,5,97.61
847,180,Product 86,3,78.0
848,123,Product 95,7,62.47
849,638,Product 5,9,34.57
850,649,Product 4,4,22.94
851,636,Product 34,6,92.37
852,313,Product 26,7,74.0
853,148,Product 62,6,41.07
854,911,Product 5,8,41.11
855,769,Product 91,4,50.8
856,208,Product 32,1,33.23
857,672,Product 35,8,70.11
858,109,Product 89,7,97.1
859,149,Product 100,2,62.9
860,414,Product 89,4,19.02
861,519,Product 29,7,80.51
862,31,Product 4,10,83.59
863,618,Product 69,5,98.01
864,84,Product 31,1,23.1
865,914,Product 81,4,22.56
866,117,Product 21,5,45.13
867,289,Product 34,10,55.17
868,468,Product 48,1,10.43
869,218,Product 36,5,42.13
870,515,Product 23,5,35.79
871,565,Product 93,4,90.9
872,210,Product 7,2,38.43
873,65,Product 80,3,98.4
874,475,Product 15,10,79.42
875,267,Product 77,10,92.51
876,24,Product 14,10,34.42
877,314,Product 16,5,29.04
878,817,Product 68,9,91.11
879,224,Product 25,9,74.02
880,936,Product 8,1,26.12
881,390,Product 54,1,19.96
882,592,Product 25,9,93.98
883,809,Product 61,8,19.88
884,977,Product 55,6,68.68
885,724,Product 2,8,48.7
886,516,Product 97,1,34.18
887,679,Product 97,7,34.01
888,587,Product 89,5,54.48
889,538,Product 13,5,34.67
890,549,Product 22,1,41.68
891,167,Product 76,3,67.5
892,491,Product 63,7,11.52
893,547,Product 61,8,89.52
894,841,Product 26,7,58.99
895,862,Product 95,4,45.86
896,693,Product 30,10,90.74
897,76,Product 26,10,48.58
898,960,Product 22,8,19.66
899,398,Product 31,9,59.5
900,228,Product 66,6,64.93
901,437,Product 86,5,67.02
902,775,Product 51,4,83.95
903,916,Product 87,8,10.04
904,833,Product 30,5,97.8
905,436,Product 99,6,64.58
906,267,Product 39,1,51.79
907,484,Product 3,7,10.18
908,303,Product 60,7,40.28
909,110,Product 51,4,24.69
910,657,Product 98,6,10.08
911,594,Product 2,8,18.46
912,167,Product 79,2,49.62
913,754,Product 85,1,97.7
914,772,Product 73,3,58.29
915,945,Product 79,4,54.56
916,128,Product 24,1,95.84
917,625,Product 75,7,37.74
918,287,Product 10,3,92.36
919,967,Product 78,5,22.03
920,747,Product 58,7,26.96
921,349,Product 31,5,38.2
922,532,Product 23,10,16.39
923,261,Product 20,7,79.28
924,770,Product 63,7,79.96
925,720,Product 18,4,39.32
926,135,Product 70,5,28.43
927,768,Product 63,4,94.38
928,27,Product 62,3,23.53
929,205,Product 13,5,71.56
930,686,Product 66,3,52.45
