shipment_id,order_id,shipment_date,carrier_name,tracking_number
151,8748,2020-08-11,FedEx,BFUTQ83TDZ
152,7757,2022-07-05,USPS,K0VPJI4080
153,3310,2020-06-28,USPS,UJ1L6K7RZ5
154,1073,2021-03-25,USPS,OZTBWAOQQY
155,1860,2022-09-02,FedEx,415KIIJ8XX
156,7201,2021-04-25,UPS,LDKDV7ZMCJ
157,1128,2020-07-30,DHL,JLI56FQRYD
158,6333,2022-10-21,FedEx,PRYQ590GHF
159,5838,2020-07-28,DHL,R727YRJ6EM
160,9218,2020-07-18,USPS,DKFGSUR4KA
161,3705,2021-01-02,DHL,UGEJYGDQKH
162,4674,2021-03-08,DHL,WRK0PX1M6I
163,9552,2022-10-02,DHL,1D0Q73WFOH
164,1867,2021-04-22,USPS,11FI0EIY6V
165,3159,2021-11-15,UPS,NQALNIHMWM
166,8259,2021-02-16,USPS,LQBBUCT4ZS
167,5867,2020-04-04,USPS,12ASXZXXSW
168,8812,2021-11-22,FedEx,ESJC7E320S
169,3476,2020-12-26,FedEx,UQNUXZJ0HD
170,6727,2021-12-28,USPS,HXBX5XDOA3
171,4730,2021-07-16,FedEx,4UZ4GP5549
172,8046,2020-01-24,FedEx,3NSDVXJAYP
173,996,2020-08-14,DHL,RO89S9YVY0
174,5241,2020-01-07,UPS,ZFYTV04V7L
175,6674,2022-04-10,UPS,PA8UANU81N
176,9533,2021-03-06,USPS,D7CTHKL0QG
177,7255,2020-01-19,USPS,DX9O6H6IOT
178,2553,2022-06-25,FedEx,R18DFBZF91
179,5171,2021-02-24,FedEx,1U1X2IAMG9
180,5045,2022-08-16,UPS,V7LIOCZHR6
181,4680,2022-11-18,FedEx,4RK4CSV9KP
182,911,2021-04-14,USPS,24PNR28MKM
183,8947,2021-07-10,UPS,0EQGDNR4JC
184,7374,2021-02-11,DHL,KFLL11P9EH
185,2010,2022-05-29,USPS,3RR4LRHRYJ
186,89,2020-05-05,UPS,8VQ8YSNL5D
187,5307,2020-01-30,USPS,9AU84HL379
188,9348,2022-10-14,DHL,U1CI1WNOSZ
189,3105,2022-02-15,DHL,SS8BC96ICB
190,8361,2022-03-12,UPS,9WSGUTBDK5
191,5092,2022-06-08,UPS,VGR4RPXA2J
192,8294,2020-11-17,DHL,ZLXOET03UU
193,7613,2022-10-03,USPS,IZM70LRDZD
194,6457,2021-05-09,UPS,6V6LW85L8N
195,3219,2021-12-09,UPS,MQPVRK50LV
196,1971,2020-06-08,USPS,3JCCZPQUQK
197,2758,2020-08-23,USPS,ZGJB3D6ULE
198,8864,2021-04-12,FedEx,9Z284SDDXO
199,6703,2021-12-26,USPS,JFG2I7IYKZ
200,2680,2020-05-23,UPS,UEGX762CVQ
201,9235,2021-11-19,UPS,OVSMB7BCYU
202,4715,2020-01-06,FedEx,NBMP05SSUP
203,934,2020-05-23,FedEx,3OSVG2BT3S
204,8308,2021-12-25,DHL,QHHEO1YBT7
205,680,2022-09-23,UPS,1UUYP9CLMJ
206,200,2021-04-10,USPS,3ROROLLS30
207,92,2020-12-21,FedEx,ZYU5GB8E5P
208,9581,2020-01-15,UPS,B2ERJ3CF4S
209,8424,2020-02-14,DHL,3889WE36QH
210,1816,2020-12-13,FedEx,ZFQ3J4OZ1G
211,6686,2021-12-25,USPS,DBRLHQGIP1
212,1334,2021-11-29,FedEx,C6TBIKFHOB
213,8481,2021-12-05,UPS,LN3E2JD54X
214,8158,2020-08-12,FedEx,WQHWQHLN7E
215,9640,2020-02-03,USPS,8308XO827I
216,1434,2021-09-05,UPS,XX2W5Z5RMC
217,7829,2022-03-24,USPS,0DXWOC3J2Y
218,2107,2021-03-18,DHL,DDD09OTEA5
219,536,2022-11-30,USPS,XTZNKKS8Z8
220,7120,2022-08-18,DHL,ZEXO6OL5GK
221,809,2020-01-26,USPS,5P4BKU6TVR
222,523,2022-05-06,UPS,3DPUG1THUM
223,2411,2022-07-12,FedEx,I2GYGCSG05
224,6383,2020-09-06,DHL,A248Z41PDQ
225,5005,2022-09-22,FedEx,Q2LAL4S75X
226,1061,2020-08-15,USPS,91YDW8GLFT
227,4443,2020-12-30,DHL,6T1NFVR6ES
228,8812,2020-03-28,UPS,FEVMSAOPX2
229,5112,2021-05-21,UPS,251PPXGVZ8
230,1769,2022-01-22,DHL,73N0TTKJTI
231,7141,2020-01-05,FedEx,HR1JV5VE04
232,3075,2021-08-22,UPS,EGASA7F6RX
233,1785,2020-06-28,DHL,ONSWSG9JC0
234,9478,2021-12-05,UPS,XHOJHVOP96
235,1530,2020-03-19,USPS,D17Q41J5HY
236,2370,2022-07-08,UPS,IBZVO2MU2K
237,5082,2021-02-19,DHL,1LOBFPGMYQ
238,2347,2022-02-16,UPS,M93GXTCEVQ
239,9583,2020-09-02,DHL,W2UAMO5C0K
240,7683,2022-04-02,DHL,ALUEWH3C61
241,5554,2020-09-25,DHL,DN6BQFR6LE
242,2964,2022-12-29,UPS,81LG873DY9
243,5400,2022-04-09,FedEx,LHRKJL1JGI
244,9058,2022-08-22,FedEx,FB42LHIKDN
245,8852,2020-04-02,UPS,9D5IZV8F4F
246,3285,2022-03-15,USPS,LDTX56JUZL
247,9336,2022-01-31,UPS,CJSGU2AJP1
248,5577,2021-09-13,DHL,MBYZFRP7B3
249,359,2020-05-22,USPS,XFPW769685
250,5169,2022-06-02,USPS,R83RBXHE9W
251,5992,2022-06-28,UPS,OMTQGYJYX4
252,2713,2020-01-17,UPS,W8VAQRXA0M
253,80,2022-07-14,DHL,VL9BGQ4BZF
254,3391,2022-11-11,FedEx,2795M07X0T
255,7300,2021-07-02,DHL,DUWYZKFJ4W
256,3594,2021-08-12,FedEx,V6CSMEEHWX
257,2196,2020-12-23,FedEx,I0A3T8LBGH
258,331,2020-09-22,UPS,VVYX0A6HS5
259,6963,2020-06-02,DHL,CMNGPKZMGF
260,602,2021-08-22,DHL,0KJAKIQM52
261,9243,2020-11-08,FedEx,HFWAHH3BRK
262,8473,2022-11-20,USPS,V9PN7AI29D
263,4955,2021-05-28,USPS,ZR0MA1ZN7Q
264,3657,2021-05-25,UPS,803F8E7E7N
265,503,2020-11-21,DHL,YGMU2D25D6
266,5449,2020-11-27,USPS,YCN9DAMEW3
267,4563,2021-02-28,FedEx,1YFQXAZX90
268,3342,2021-02-01,UPS,AFU0ZD0IKD
269,3021,2021-12-02,UPS,6WGHU22JTV
270,6205,2020-06-16,USPS,HAO22Y713B
271,8702,2021-08-05,DHL,OIPGPZ9HFG
272,5791,2022-05-24,FedEx,ACNV4C4ZTE
273,3356,2022-02-28,FedEx,ZN5HDJHPG7
274,5257,2021-08-11,DHL,70SU2F5YPH
275,4266,2021-06-19,FedEx,AQWR0J3KRR
276,3639,2022-12-21,USPS,T8P4HXZZO4
277,3548,2022-05-20,UPS,AI3OEWY3WR
278,1041,2022-03-31,USPS,W83LUQYB0I
279,4200,2022-08-25,USPS,N2T1TKHOXE
280,5880,2020-06-28,USPS,9YEX6V55WC
281,419,2020-01-17,USPS,BJ0TOG9XCD
282,4240,2020-03-20,USPS,T00CBS9OZT
283,7555,2020-09-16,USPS,WA70AUF8W9
284,1522,2022-03-24,DHL,GPOOUXWQC1
285,1585,2021-10-26,DHL,OPT4GWYMTS
286,8403,2020-03-27,USPS,3HFNYG8BX2
287,6258,2020-09-08,DHL,VIU8TRWJM6
288,9689,2022-09-12,USPS,O34JZY6AYH
289,935,2020-05-14,FedEx,5ZPI65VS62
290,310,2020-01-05,USPS,VE7IO6Z34Z
291,9965,2022-11-22,DHL,CB3HCYI4UZ
292,9581,2022-04-23,USPS,2XPCH7QVZK
293,6476,2022-01-15,DHL,8S3X9TWZ2L
294,2443,2021-11-14,UPS,PQ38CAFTVY
295,3081,2020-04-14,FedEx,LTK6W6F58P
296,789,2021-08-01,DHL,4TO28PFB4C
297,4824,2021-10-17,UPS,ZAQWMWDXLA
298,1522,2022-05-27,FedEx,L8MGK45V41
299,6625,2021-04-22,DHL,QG91CK2OC7
300,5710,2022-09-12,USPS,ZX9UHX4GDV
301,3631,2022-05-25,UPS,W88LOFHN56
302,3397,2022-03-24,USPS,Z8DAE6F1B2
303,704,2020-07-09,UPS,VEHXZESP0V
304,3170,2020-07-17,DHL,NKF4Y79TSD
305,1520,2022-11-28,UPS,REVTZIEW8I
306,1823,2021-06-10,USPS,3DIKI7PRTE
307,4478,2022-04-06,DHL,QF8ACJPN38
308,8909,2020-06-16,USPS,66Q27RB4FR
309,9935,2020-03-05,FedEx,U2I9CNLWHM
310,9632,2020-06-27,FedEx,CBIYQZNNDF
311,3844,2020-04-20,USPS,Q8SLANYMC8
312,8573,2020-04-13,UPS,U4AXY8FQOZ
313,4560,2021-09-07,UPS,6MC225MJ7H
314,1431,2020-11-12,FedEx,TL6SEVYVPT
315,8908,2021-07-09,FedEx,JHT84YEBIN
316,1342,2022-08-08,UPS,QEXCW619I0
317,5188,2021-07-13,DHL,BBTH9KNHGJ
318,6672,2022-04-11,UPS,3HGV94YQDF
319,9272,2022-03-04,USPS,Z6DBK0KGR1
320,1750,2022-06-09,UPS,7L7YR4URMC
321,4997,2021-07-08,USPS,I8THIS7DAI
322,812,2022-06-23,UPS,08V1AZQE57
323,2636,2021-05-27,DHL,X03FK88HBD
324,5531,2020-02-24,DHL,P01LXTMOOI
325,7576,2021-11-22,DHL,LSHXHUOCR4
326,5734,2022-09-25,UPS,0SJFQE96L8
327,1647,2022-04-17,DHL,B3Y4J9ZFPT
328,9990,2020-12-19,DHL,UTF1ZOHGXR
329,594,2022-06-14,DHL,LEBI4312DO
330,8124,2021-06-29,DHL,R08IZ1ATSW
331,4862,2020-08-13,FedEx,ZHRK6BU2RY
332,5696,2022-11-18,DHL,W6Q5GSWEVX
333,1724,2020-07-22,DHL,Y8OMOEKFLG
334,9882,2021-10-27,DHL,PF77KNL329
335,4717,2021-02-17,UPS,M7FSQGXOEO
336,7124,2022-06-15,DHL,DAN3RYU8RU
337,833,2022-01-20,UPS,WLP1KIBYLT
338,4475,2020-10-01,DHL,QKTHM2RRMB
339,9989,2020-02-02,UPS,JF3AAIC9I5
340,9756,2022-06-30,DHL,KODAHU0B6V
341,6633,2022-01-27,USPS,1GPZ4O1K2D
342,9924,2021-02-04,UPS,ZDS6O3DCJ4
343,8345,2021-12-16,DHL,DK6J7CATT1
344,6293,2021-05-28,DHL,WOEDIKE5OO
345,7111,2021-12-23,DHL,7Y1TBVLU3B
346,9525,2020-11-30,USPS,49LGOPAZZ0
347,6620,2020-06-09,FedEx,JZLH07FWC7
348,6084,2020-12-18,USPS,AL50J8YS4A
349,9155,2021-08-01,DHL,OWCIRCDVLN
350,1209,2021-10-11,UPS,NBQ1F101X5
351,3239,2020-07-10,DHL,BRDDGC46DY
352,9621,2022-09-23,DHL,IXP1N9Y44N
353,4328,2020-11-11,FedEx,QUK8HR17EE
354,1529,2022-07-24,USPS,YOCZ9KRVVO
355,312,2020-11-30,UPS,3YP3P1DPOA
356,1634,2020-11-15,FedEx,UIT9CNWI9M
357,5729,2020-09-26,FedEx,NFMKZTV4DV
358,4101,2020-01-04,DHL,4LVG8HI2WW
359,5615,2021-12-15,USPS,UVOX5YT35V
360,5572,2021-11-26,DHL,VGCNGPNKAD
361,6638,2022-09-05,DHL,JVZMJALE0A
362,9091,2022-11-09,DHL,MXY0XA313B
363,5619,2020-11-10,DHL,JI8PQFH3C3
364,7172,2022-08-30,UPS,YLRFD4TZCT
365,1197,2021-05-27,UPS,9CP79FE1UP
366,1803,2021-11-08,FedEx,D1MNELUBDG
367,8030,2022-01-29,DHL,LZB3J97OYT
368,7861,2022-04-30,UPS,QT6EDCRKHM
369,4733,2021-09-17,FedEx,70FSIAO0VX
370,4209,2020-10-27,DHL,A85QE1SOLY
371,2077,2022-07-24,FedEx,J53Z84DN2X
372,1830,2020-10-18,UPS,6TVS4NK2VW
373,232,2020-04-21,UPS,TI37YROWRJ
374,8038,2021-02-12,FedEx,16L7J1LU4W
375,6066,2020-07-06,DHL,7XQ3YF8ZME
376,3075,2021-06-02,USPS,PZSG4BTSVS
377,9265,2022-06-20,UPS,P5INSPWGCQ
378,1685,2021-06-19,UPS,D727VE5CG6
379,9114,2022-08-20,DHL,NWG2FYWW0J
380,6712,2022-10-05,FedEx,RI9IZ3E7J6
381,6113,2021-03-24,UPS,5FYITOVVSX
382,5017,2021-08-01,USPS,1UM9ZW5594
383,6491,2021-06-21,FedEx,LTL5SAHONB
384,5886,2022-04-30,USPS,L544Y2H7CT
385,7104,2020-03-22,UPS,A1ZM3WXUTO
386,8454,2021-07-30,FedEx,G2FLP70HUX
387,8158,2021-06-01,UPS,P0QU9N75P1
388,7573,2022-04-09,DHL,GRJK5M0KS2
389,9393,2020-08-29,USPS,2JFD4Y7VFS
390,2024,2022-07-29,UPS,XAHP6T26Q3
391,5628,2022-05-23,FedEx,ABTAXXA2D7
392,6410,2022-08-03,UPS,71DM2JDZ46
393,7763,2022-09-04,DHL,IQDV6JEBFU
394,875,2021-10-21,FedEx,LOVI09MJVZ
395,3493,2021-10-13,DHL,J7926687V4
396,4477,2022-12-29,USPS,ZCIWIBZXLV
397,958,2021-07-28,DHL,HC01SR7Z7M
398,1611,2020-02-29,DHL,7D0KXSURHR
399,5766,2022-07-24,UPS,1FU7FSFDO0
400,151,2022-11-21,FedEx,9D7RHQOVN1
401,3570,2022-11-13,FedEx,OICAQVIHJ0
402,8462,2020-08-08,FedEx,79BZXOM2LN
403,3939,2020-07-07,DHL,1C06TUBTGH
404,2646,2021-10-19,DHL,I8976A7HYA
405,4965,2021-05-14,UPS,YPVRFCGDLK
406,7852,2021-10-23,USPS,G9EB1G9OYY
407,7504,2020-11-04,USPS,K64RU0WXRB
408,1720,2021-09-16,UPS,GJTR5F3S26
409,2974,2020-05-25,USPS,ULMXD4VHPX
410,6978,2021-07-21,USPS,O6QNHZ28LR
411,3439,2022-07-14,FedEx,84TUPSVPA4
412,7847,2022-03-28,UPS,CX3JA4SX0J
413,4466,2021-02-25,FedEx,N6YWF6IZQY
414,6354,2022-10-09,FedEx,DMGGNFDZQA
415,8134,2020-01-23,UPS,B1EE7XTXFL
416,8143,2020-10-16,DHL,ZX9SUQ4CE2
417,2076,2021-08-16,USPS,LZAK43K0CU
418,1374,2022-07-24,USPS,P0HYHCW2MS
419,3708,2020-07-27,FedEx,LLV9BJ0J86
420,8459,2021-11-14,UPS,ZMQOMHSLCO
421,1906,2021-10-11,DHL,IMZC744C0J
422,8610,2020-03-01,DHL,LRE2FPO749
423,9150,2022-03-28,USPS,0GDJ4934DG
424,719,2021-10-30,UPS,Z5FULE41DG
425,6949,2022-07-13,DHL,F8NZ2QQTBJ
426,9114,2021-08-04,FedEx,IXNK5QY34C
427,3050,2021-03-03,FedEx,0D974BMQ8K
428,3648,2020-07-04,FedEx,KVO8TKP7YY
429,8774,2021-03-02,USPS,VHBMXOSPQ4
430,1583,2020-03-13,UPS,BG3VS67N0L
431,698,2022-02-07,FedEx,CAAZ9IRL8M
432,4602,2021-07-07,USPS,37AYZZ37SY
433,1950,2022-08-22,FedEx,ZT2G6JMK1G
434,2918,2020-10-23,USPS,C5HX9A33CN
435,3596,2020-03-05,FedEx,JYTZBGEMQP
436,5575,2021-04-12,UPS,1ABCVRSCSQ
437,3720,2021-08-05,USPS,DDM2IIUEPG
438,6513,2020-12-04,FedEx,HBJRK4NP7D
439,4684,2022-08-28,UPS,7E3Z7ED5C5
440,3882,2020-01-03,FedEx,1AQ9IJT77E
441,7689,2022-04-27,USPS,H8VPIF4G2L
442,6627,2020-11-12,FedEx,EZ1K3RNMAG
443,5739,2021-01-08,FedEx,GSTJ4R6FF8
444,3433,2020-01-25,USPS,9QRG67A8L1
445,5677,2020-09-07,DHL,1RP4M2PIAG
446,292,2022-12-04,USPS,OUPJ4RAOYU
447,328,2021-02-22,DHL,OPQ4GRJ6XD
448,73,2022-02-27,DHL,T1CCDK9I7T
449,4748,2021-11-08,USPS,BPUAAK0XJ1
450,662,2021-07-11,DHL,SNSATD54U4
451,3155,2020-01-16,USPS,LILF4P6860
452,1730,2021-10-31,UPS,C08VS2KCO5
453,8107,2022-12-22,USPS,UDXBEPJ9NZ
454,9484,2022-12-04,UPS,D60RBH266M
455,5627,2020-05-21,DHL,F7JULWEE2Z
456,8703,2020-10-01,UPS,0YYRR2MARC
457,4116,2021-02-27,DHL,OO4BFUWJR1
458,5454,2022-05-18,UPS,9KOQO9BAU1
459,7470,2022-03-28,UPS,W10VWZRTWT
460,7720,2022-06-09,DHL,1B7WM630ZZ
461,659,2021-04-11,FedEx,7CIJ0VQWIG
462,8395,2020-10-17,FedEx,BNKWE923LX
463,3750,2022-07-18,DHL,WYL6VFVXZP
464,4889,2022-08-20,FedEx,HRX8PME824
465,1086,2020-03-04,FedEx,HCRJF7GR3T
466,3649,2022-03-20,UPS,O0F9M4KZU0
467,3475,2022-05-13,FedEx,HJ7MOJNZNW
468,9672,2021-02-18,DHL,9MDC55QJEJ
469,5462,2021-03-11,UPS,934Y9QKEES
470,532,2020-01-07,FedEx,TJY94693BD
471,3349,2021-03-09,FedEx,K340X7G8CV
472,3032,2020-12-18,FedEx,2XHQKDLSWJ
473,2095,2021-01-13,DHL,7Q0CXUE039
474,9425,2021-11-10,DHL,H6FMQD4ZOD
475,800,2021-07-05,DHL,893GTJ6AIA
476,7029,2020-05-17,DHL,7ITEX7KCQT
477,6607,2022-11-21,UPS,DXTCL42J8D
478,5845,2021-09-11,UPS,UL3SOOB8ZU
479,8855,2021-12-08,UPS,QJBWNVYNMV
480,7516,2022-08-29,USPS,XNJ9JDL7PG
481,1069,2021-11-05,USPS,UH3ADNIOJ9
482,1395,2020-12-13,USPS,J3HYX8DQXM
483,909,2021-09-08,FedEx,OABV3BGC7O
484,7839,2020-05-05,DHL,W02XCJZ6KC
485,9625,2022-07-19,DHL,8EGZAG57EZ
486,7592,2021-08-14,UPS,EJSOFYBR8S
487,5876,2020-10-10,FedEx,V58WFX232E
488,9523,2021-11-04,FedEx,PH11G1CYQG
489,4482,2020-05-09,FedEx,L31HAD77KU
490,273,2022-06-04,USPS,E1ODVGLP1T
491,2074,2021-04-01,FedEx,NTH8TNX592
492,3706,2021-07-08,USPS,G1ME2ATHMA
493,9151,2022-10-01,DHL,Y3D1OK7NTU
494,5594,2022-01-12,USPS,GZUO1LFK5Z
495,8663,2021-08-16,FedEx,RSPX0HZMYL
496,724,2022-01-03,USPS,R5KJJK6VYY
497,5331,2021-08-05,FedEx,HFA6C5Y919
498,9449,2021-02-17,FedEx,9O7VXP30X7
499,3199,2020-01-24,USPS,JQP6SR35MV
500,1965,2022-12-01,UPS,L8TF2AUNE7
501,9050,2021-04-29,DHL,7QMO8OS9I8
502,4768,2022-05-06,FedEx,5QI8QEIK6O
503,9452,2021-01-11,USPS,Z6S5OLX22A
504,5764,2020-12-04,UPS,AXDB4UU4IV
505,7752,2022-10-01,DHL,KQO5ZM6DY7
506,2310,2021-08-20,DHL,9FLD2UOPE0
507,7301,2022-03-11,DHL,694G7R2ZTP
508,837,2021-11-22,UPS,VG3GU4MALT
509,2241,2020-02-02,FedEx,W34Z109T2P
510,3538,2021-06-03,DHL,MKSIQLHLQN
511,7672,2022-11-21,DHL,1TH32P7Y13
512,2503,2021-05-14,DHL,WERPM2AF4A
513,1579,2022-10-22,UPS,ENKTS1CXL7
514,2310,2020-08-23,FedEx,JTZP8YRQDZ
515,8060,2020-11-23,UPS,4KXWV7K4UX
516,6940,2020-12-20,DHL,NHRCHN9YJ4
517,3564,2020-09-27,USPS,1BHX195XLA
518,9741,2022-10-11,DHL,7PTKBNJHDS
519,9236,2020-08-10,DHL,WLEMGREG7B
520,6979,2021-08-08,USPS,M60UMK4C23
